id,uploaded_at,user_id,process,file
3634,"2025-10-25 06:07:41.052883",2,"ZET Inbound Partner","uploads/ZET Inbound Partner/24_OCT__ZET_INBOND_PARTNER.xlsx"
3635,"2025-10-25 06:10:07.296650",2,"ZET Outbound","uploads/ZET Outbound/24_oct__APR_ZET_OUTBOND.xlsx"
3636,"2025-10-25 06:22:41.313310",2,"Bajaj Capital","uploads/Bajaj Capital/24_oct__APR_BAJAJ_CAPITAL.xlsx"
3637,"2025-10-25 06:27:20.753961",2,"Aakash Institute","uploads/Aakash Institute/24_oct__APR_AKASH_INSTITUTE.xlsx"
3638,"2025-10-25 06:43:31.843783",2,MOT,uploads/MOT/mot_6_se_23_24_OCT_apr_MOT.xlsx
3639,"2025-10-25 06:47:40.147039",2,MOT,uploads/MOT/mot_21_se_8_24_oct__apr_MOT.xlsx
3640,"2025-10-25 06:56:26.094182",2,"SBI Card","uploads/SBI Card/24_oct__APR_SBI_CARD.xlsx"
3641,"2025-10-25 06:59:15.530987",2,Unicef,uploads/Unicef/24_oct__APR_UNICEF.xlsx
3642,"2025-10-25 07:01:34.832050",2,"Poshan Helpline","uploads/Poshan Helpline/24_oct__APR_POSHAN_HELPLINE.xlsx"
3643,"2025-10-25 07:04:42.734146",2,EDCIL,uploads/EDCIL/24_OCT__APR_EDCIL.xlsx
3644,"2025-10-25 07:07:22.746657",2,CESC,uploads/CESC/24_oct__APR_CESC.xlsx
3645,"2025-10-25 07:10:36.392410",2,"SBI Banglore","uploads/SBI Banglore/24_OCT.xlsx"
3646,"2025-10-25 07:14:07.091133",2,JVVNL,uploads/JVVNL/24oct__JVVNL.xlsx
3647,"2025-10-25 07:18:17.489215",2,"Dish TV-Backend","uploads/Dish TV-Backend/24_oct___dish_tv_backend.xlsx"
3648,"2025-10-25 07:20:12.821817",2,"Dish Backend OB","uploads/Dish Backend OB/24_oct_dish_tv_ob.xlsx"
3649,"2025-10-25 07:22:23.112081",2,GS-1,uploads/GS-1/24_oct__APR_GS-1.xlsx
3650,"2025-10-25 08:15:41.123308",2,"Dish IB-Chennai","uploads/Dish IB-Chennai/24_oct__APR_APR_DISH_CHENNIE.xlsx"
3651,"2025-10-25 08:42:50.965150",2,VD2H-HYD,uploads/VD2H-HYD/24_oct__APR_vd2h_ib_hyb.xlsx
3652,"2025-10-25 08:44:28.159865",2,"DISH IB-HYD","uploads/DISH IB-HYD/24_oct__apr_DISH_TV_HYB.xlsx"
3653,"2025-10-25 09:47:14.666194",2,PVVNL,uploads/PVVNL/24_OCT__APR_PVVNL.xlsx
3654,"2025-10-25 09:48:46.835790",2,BSES-Noida,uploads/BSES-Noida/24_OCT_SEP_BSES.xlsx
3655,"2025-10-25 09:50:19.166696",2,"D2H & Dish 25 - Server","uploads/D2H & Dish 25 - Server/24_oct__APR_DISH_TV_25.xlsx"
3656,"2025-10-25 10:36:39.007592",2,"D2H & Dish 44 - Server","uploads/D2H & Dish 44 - Server/24_oct_b_APR_DISH_TV_44.xlsx"
3657,"2025-10-25 10:38:31.199666",2,PSPCL,uploads/PSPCL/24_oct__APR__PSPCL.xlsx
3658,"2025-10-25 10:40:40.877187",2,"Muthoot Finance","uploads/Muthoot Finance/24_oct__APR_MUTHOOT_APR.xlsx"
3659,"2025-10-25 10:48:07.642490",2,"IDFC DIGI SALE","uploads/IDFC DIGI SALE/24_OCT_IDFC_DIGITAL_SALE.xlsx"
3660,"2025-10-25 10:48:07.645716",2,"IDFC DIGI SALE","uploads/IDFC DIGI SALE/24_OCT_IDFC_DIGITAL_SALE_R0aV2uL.xlsx"
3661,"2025-10-25 10:48:33.656515",2,"IDFC CROSS SALE","uploads/IDFC CROSS SALE/24oct__APR_IDFC_CROSS_SALE.xlsx"
3662,"2025-10-25 10:49:58.609147",2,"JIO INSURE","uploads/JIO INSURE/24_oct_APR_JIO_INSURANCE.xlsx"
3663,"2025-10-25 10:52:57.058211",2,"HDFC Persistency","uploads/HDFC Persistency/24_oct_apr.xlsx"
3664,"2025-10-25 10:54:45.211244",2,"YES BANK","uploads/YES BANK/24_oct__APR_YES_BANK.xlsx"
3665,"2025-10-25 10:56:46.551723",2,"I-PRU Mumbai APR","uploads/I-PRU Mumbai APR/24_oct__APR_I_PRU_APR.xlsx"
3666,"2025-10-25 11:02:23.356913",2,"Namma Yatri","uploads/Namma Yatri/Namma__Yatri_xAcNTBv.xlsx"
3667,"2025-10-25 11:02:23.392240",2,"Namma Yatri","uploads/Namma Yatri/Namma__Yatri_8Dn4Xrh.xlsx"
3668,"2025-10-25 11:23:10.331192",2,"CESC Jaipur","uploads/CESC Jaipur/24_OCT_apr_cesc_jaipur.xlsx"
3669,"2025-10-25 11:26:33.415883",2,"Paytm Bank Mysore","uploads/Paytm Bank Mysore/24_oct__apr_PAYTM_BANK.xlsx"
3670,"2025-10-25 11:28:44.685607",2,"Bajaj Allianz-Noida","uploads/Bajaj Allianz-Noida/24_oct.xlsx"
3671,"2025-10-25 11:31:07.064369",2,"VD2H IB-Chennai","uploads/VD2H IB-Chennai/24_OCT_APR_vd2h_id_chennie.xlsx"
3672,"2025-10-25 11:34:12.830157",2,RBI,uploads/RBI/24_oct__apr_RBI.xlsx
3673,"2025-10-25 11:45:18.549023",2,"Mpokket Onboarding SE","uploads/Mpokket Onboarding SE/24_OCT__APR_MPOKKET_ONBORDING_SE.xlsx"
3674,"2025-10-25 11:48:11.401904",2,"Mpokket Onboarding ST","uploads/Mpokket Onboarding ST/24_OCT__MPOKKET_STUDENT_ONBORDING.xlsx"
3675,"2025-10-25 11:51:04.514169",2,"Mpokket Collection Breakcode","uploads/Mpokket Collection Breakcode/24_OCT__APR_MPOKKET_COLLECTION_BARCODE.xlsx"
3676,"2025-10-25 11:53:15.766193",2,"Mpokket Collection APR","uploads/Mpokket Collection APR/24_oct_APR_MPOKKET_COLLECTION_APR.xlsx"
3677,"2025-10-25 11:58:23.151268",2,"Paytm Bank Noida","uploads/Paytm Bank Noida/24_oct__APR_PAYTM_BANK_NOIDA.xlsx"
3678,"2025-10-25 12:04:16.343864",2,"Dish TV-IB","uploads/Dish TV-IB/24_OCT__APR_DISH_TV_IB.xlsx"
3679,"2025-10-25 12:06:51.138282",2,"VD2H-IB Noida","uploads/VD2H-IB Noida/24_OCT__APR_VD2H_IB_NOIDA.xlsx"
3680,"2025-10-27 04:14:24.251264",2,"S C JOHNSON","uploads/S C JOHNSON/25_APR_S_C.xlsx"
3681,"2025-10-27 04:19:04.548197",2,"Go Noise IB","uploads/Go Noise IB/25_OCT_GO_NOISE_IB.xlsx"
3682,"2025-10-27 04:21:29.511820",2,"Go Noise OB","uploads/Go Noise OB/25_OCT_APR_GO_NIOSE_OUTBOND.xlsx"
3683,"2025-10-27 04:28:16.960761",2,"ZET Inbound","uploads/ZET Inbound/25_OCT__apr_ZET_INBOND.xlsx"
3684,"2025-10-27 04:28:32.497920",2,"ZET Inbound","uploads/ZET Inbound/26_OCT__apr_ZET_INBOND.xlsx"
3685,"2025-10-27 04:31:26.573785",2,"Namma Yatri","uploads/Namma Yatri/Namma__Yatri_SGib4Xl.xlsx"
3686,"2025-10-27 04:32:07.224340",2,"Namma Yatri","uploads/Namma Yatri/Namma__Yatri_s3h0d4O.xlsx"
3687,"2025-10-27 04:35:59.685940",2,"ZET Inbound Partner","uploads/ZET Inbound Partner/25_OCT__ZET_INBOND_PARTNER.xlsx"
3688,"2025-10-27 04:36:27.989440",2,"ZET Inbound Partner","uploads/ZET Inbound Partner/26_OCT__ZET_INBOND_PARTNER.xlsx"
3689,"2025-10-27 04:48:08.929993",2,"ZET Outbound","uploads/ZET Outbound/25_oct__APR_ZET_OUTBOND.xlsx"
3690,"2025-10-27 04:48:38.059021",2,"ZET Outbound","uploads/ZET Outbound/26_oct__APR_ZET_OUTBOND.xlsx"
3691,"2025-10-27 04:48:38.179902",2,"ZET Outbound","uploads/ZET Outbound/26_oct__APR_ZET_OUTBOND_y3q8evS.xlsx"
3692,"2025-10-27 05:09:12.137645",2,"Aakash Institute","uploads/Aakash Institute/25_oct__APR_AKASH_INSTITUTE.xlsx"
3693,"2025-10-27 05:09:26.429226",2,"Aakash Institute","uploads/Aakash Institute/26_oct__APR_AKASH_INSTITUTE.xlsx"
3694,"2025-10-27 05:16:15.041692",2,"Bajaj Capital","uploads/Bajaj Capital/25_oct__APR_BAJAJ_CAPITAL.xlsx"
3695,"2025-10-27 05:16:15.130736",2,"Bajaj Capital","uploads/Bajaj Capital/25_oct__APR_BAJAJ_CAPITAL_kYZVUng.xlsx"
3696,"2025-10-27 05:16:31.177120",2,"Bajaj Capital","uploads/Bajaj Capital/26_oct__APR_BAJAJ_CAPITAL.xlsx"
3697,"2025-10-27 05:31:17.208783",2,MOT,uploads/MOT/mot_6_se_23_25_OCT_apr_MOT.xlsx
3698,"2025-10-27 05:31:59.583910",2,MOT,uploads/MOT/mot_6_se_23_26_OCT_apr_MOT.xlsx
3699,"2025-10-27 05:32:26.193980",2,MOT,uploads/MOT/mot_21_se_8_25_oct__apr_MOT.xlsx
3700,"2025-10-27 05:32:44.577542",2,MOT,uploads/MOT/mot_21_se_8_26_oct__apr_MOT.xlsx
3701,"2025-10-27 05:32:44.684317",2,MOT,uploads/MOT/mot_21_se_8_26_oct__apr_MOT_Z8URYBq.xlsx
3702,"2025-10-27 05:36:54.638315",2,"SBI Card","uploads/SBI Card/25_oct__APR_SBI_CARD.xlsx"
3703,"2025-10-27 05:37:10.688626",2,"SBI Card","uploads/SBI Card/26_oct__APR_SBI_CARD.xlsx"
3704,"2025-10-27 05:41:50.241504",2,"Poshan Helpline","uploads/Poshan Helpline/25_oct__APR_POSHAN_HELPLINE.xlsx"
3705,"2025-10-27 05:46:27.865895",2,Unicef,uploads/Unicef/25_oct__APR_UNICEF.xlsx
3706,"2025-10-27 09:00:59.535152",2,"MMT Flight & Filler","uploads/MMT Flight & Filler/APR_Upload_MMT_Filler__Flight_Day_shift_WJuIVu4.xlsx"
3707,"2025-10-27 09:46:08.854939",2,TPDDL,uploads/TPDDL/23_oct_APR_TATA_POWER_dn4GO79.xlsx
3708,"2025-10-27 09:46:08.954660",2,TPDDL,uploads/TPDDL/23_oct_APR_TATA_POWER_mqQgcuG.xlsx
3709,"2025-10-27 09:46:27.849912",2,TPDDL,uploads/TPDDL/24_oct_APR_TATA_POWER.xlsx
3710,"2025-10-27 09:46:27.905757",2,TPDDL,uploads/TPDDL/24_oct_APR_TATA_POWER_XnOYbqr.xlsx
3711,"2025-10-27 09:50:04.244545",2,EDCIL,uploads/EDCIL/25_OCT__APR_EDCIL.xlsx
3712,"2025-10-27 09:50:04.326992",2,EDCIL,uploads/EDCIL/25_OCT__APR_EDCIL_JFgcmeX.xlsx
3713,"2025-10-27 09:52:25.893942",2,EDCIL,uploads/EDCIL/26_OCT__APR_EDCIL.xlsx
3714,"2025-10-27 09:54:58.081144",2,"Mpokket Collection Breakcode","uploads/Mpokket Collection Breakcode/25_OCT__APR_MPOKKET_COLLECTION_BARCODE.xlsx"
3715,"2025-10-27 09:58:37.697073",2,"Mpokket Collection APR","uploads/Mpokket Collection APR/25_oct_APR_MPOKKET_COLLECTION_APR.xlsx"
3716,"2025-10-27 10:00:24.396758",2,"Mpokket Onboarding ST","uploads/Mpokket Onboarding ST/25__OCT__MPOKKET_STUDENT_ONBORDING.xlsx"
3717,"2025-10-27 10:02:01.310397",2,"Mpokket Onboarding SE","uploads/Mpokket Onboarding SE/25_OCT__APR_MPOKKET_ONBORDING_SE.xlsx"
3718,"2025-10-27 10:04:59.666490",2,"Max Life-SDPL","uploads/Max Life-SDPL/25_OCT__APR_MAX_LIFE_SDPL.xlsx"
3719,"2025-10-27 10:05:12.468777",2,"Max Life-SDPL","uploads/Max Life-SDPL/26_OCT__APR_MAX_LIFE_SDPL.xlsx"
3720,"2025-10-27 10:07:56.288309",2,"Dish TV-IB","uploads/Dish TV-IB/25_OCT__APR_DISH_TV_IB.xlsx"
3721,"2025-10-27 10:08:13.239113",2,"Dish TV-IB","uploads/Dish TV-IB/26_OCT__APR_DISH_TV_IB.xlsx"
3722,"2025-10-27 10:08:13.336761",2,"Dish TV-IB","uploads/Dish TV-IB/26_OCT__APR_DISH_TV_IB_OKGKP8a.xlsx"
3723,"2025-10-27 10:08:13.428476",2,"Dish TV-IB","uploads/Dish TV-IB/26_OCT__APR_DISH_TV_IB_yAFofxM.xlsx"
3724,"2025-10-27 10:11:09.743486",2,"VD2H-IB Noida","uploads/VD2H-IB Noida/25_OCT__APR_VD2H_IB_NOIDA.xlsx"
3725,"2025-10-27 10:11:25.803605",2,"VD2H-IB Noida","uploads/VD2H-IB Noida/26_OCT__APR_VD2H_IB_NOIDA.xlsx"
3726,"2025-10-27 10:17:50.062373",2,"SBI Banglore","uploads/SBI Banglore/25_OCT.xlsx"
3727,"2025-10-27 10:18:02.852445",2,"SBI Banglore","uploads/SBI Banglore/26_OCT.xlsx"
3728,"2025-10-27 10:21:29.666260",2,"Mpokket Collection Breakcode","uploads/Mpokket Collection Breakcode/26_OCT__APR_MPOKKET_COLLECTION_BARCODE.xlsx"
3729,"2025-10-27 10:24:15.523078",2,"Mpokket Onboarding ST","uploads/Mpokket Onboarding ST/26_OCT__MPOKKET_STUDENT_ONBORDING.xlsx"
3730,"2025-10-27 10:26:08.700050",2,"Mpokket Onboarding SE","uploads/Mpokket Onboarding SE/26_OCT__APR_MPOKKET_ONBORDING_SE.xlsx"
3731,"2025-10-27 10:27:35.228930",2,"Mpokket Collection APR","uploads/Mpokket Collection APR/26_oct_APR_MPOKKET_COLLECTION_APR.xlsx"
3732,"2025-10-27 10:31:41.143271",2,JVVNL,uploads/JVVNL/25_oct__JVVNL.xlsx
3733,"2025-10-27 10:32:36.258507",2,JVVNL,uploads/JVVNL/25_oct__JVVNL_w1TItVt.xlsx
3734,"2025-10-27 10:32:50.713582",2,JVVNL,uploads/JVVNL/26_oct__JVVNL.xlsx
3735,"2025-10-27 10:36:16.776135",2,"VD2H IB-Chennai","uploads/VD2H IB-Chennai/25_OCT_APR_vd2h_id_chennie.xlsx"
3736,"2025-10-27 10:36:16.893595",2,"VD2H IB-Chennai","uploads/VD2H IB-Chennai/25_OCT_APR_vd2h_id_chennie_n2pX6Vf.xlsx"
3737,"2025-10-27 10:36:31.522113",2,"VD2H IB-Chennai","uploads/VD2H IB-Chennai/26_OCT_APR_vd2h_id_chennie.xlsx"
3738,"2025-10-27 10:44:34.711737",2,CESC,uploads/CESC/25_oct__APR_CESC.xlsx
3739,"2025-10-27 10:44:50.068028",2,CESC,uploads/CESC/26_oct__APR_CESC.xlsx
3740,"2025-10-27 10:48:18.048162",2,"Dish TV-Backend","uploads/Dish TV-Backend/25_oct___dish_tv_backend.xlsx"
3741,"2025-10-27 10:48:35.477359",2,"Dish TV-Backend","uploads/Dish TV-Backend/26_oct___dish_tv_backend.xlsx"
3742,"2025-10-27 10:56:20.122749",2,"Dish Backend OB","uploads/Dish Backend OB/25_oct_dish_tv_ob.xlsx"
3743,"2025-10-27 10:56:20.248432",2,"Dish Backend OB","uploads/Dish Backend OB/25_oct_dish_tv_ob_63f1JNw.xlsx"
3744,"2025-10-27 10:59:20.271303",2,"IDFC CROSS SALE","uploads/IDFC CROSS SALE/25_oct__APR_IDFC_CROSS_SALE.xlsx"
3745,"2025-10-27 11:26:47.608229",2,"IDFC DIGI SALE","uploads/IDFC DIGI SALE/25_OCT_IDFC_DIGITAL_SALE.xlsx"
3746,"2025-10-27 11:31:15.212947",2,"Nayara Mumbai","uploads/Nayara Mumbai/24_oct_apr_NAYARA_MUMBAI.xlsx"
3747,"2025-10-27 11:31:34.706987",2,"Nayara Mumbai","uploads/Nayara Mumbai/25_oct_apr_NAYARA_MUMBAI.xlsx"
3748,"2025-10-27 11:36:31.327945",2,"HDFC Persistency","uploads/HDFC Persistency/25_oct_apr.xlsx"
3749,"2025-10-27 11:38:18.216481",2,"YES BANK","uploads/YES BANK/25_oct__APR_YES_BANK.xlsx"
3750,"2025-10-27 11:41:45.383957",2,"I-PRU Mumbai APR","uploads/I-PRU Mumbai APR/25_oct__APR_I_PRU_APR.xlsx"
3751,"2025-10-27 11:42:07.557863",2,"I-PRU Mumbai APR","uploads/I-PRU Mumbai APR/26_oct__APR_I_PRU_APR.xlsx"
3752,"2025-10-27 11:58:28.498654",2,PVVNL,uploads/PVVNL/25_OCT__APR_PVVNL.xlsx
3753,"2025-10-27 11:59:52.637067",2,PVVNL,uploads/PVVNL/26_OCT__APR_PVVNL.xlsx
3754,"2025-10-27 12:08:17.429301",2,BSES-Noida,uploads/BSES-Noida/25_OCT_SEP_BSES.xlsx
3755,"2025-10-27 12:08:46.332496",2,BSES-Noida,uploads/BSES-Noida/26_OCT_SEP_BSES.xlsx
3756,"2025-10-27 12:11:13.532319",2,"D2H & Dish 25 - Server","uploads/D2H & Dish 25 - Server/25_oct__APR_DISH_TV_25.xlsx"
3757,"2025-10-27 12:11:31.793790",2,"D2H & Dish 25 - Server","uploads/D2H & Dish 25 - Server/26_oct__APR_DISH_TV_25.xlsx"
3758,"2025-10-27 12:17:54.498703",2,"D2H & Dish 44 - Server","uploads/D2H & Dish 44 - Server/25_oct_b_APR_DISH_TV_44.xlsx"
3759,"2025-10-27 12:18:10.106032",2,"D2H & Dish 44 - Server","uploads/D2H & Dish 44 - Server/26_oct_b_APR_DISH_TV_44.xlsx"
3760,"2025-10-27 12:20:40.380446",2,PVVNL,uploads/PVVNL/25_OCT__APR_PVVNL_NYB66qx.xlsx
3761,"2025-10-27 12:20:58.996434",2,PVVNL,uploads/PVVNL/26_OCT__APR_PVVNL_q7p1Xme.xlsx
3762,"2025-10-27 12:28:38.891139",2,PSPCL,uploads/PSPCL/25_oct__APR__PSPCL.xlsx
3763,"2025-10-27 12:28:55.674832",2,PSPCL,uploads/PSPCL/26_oct__APR__PSPCL.xlsx
3764,"2025-10-28 12:37:37.777722",2,"DISH IB-HYD","uploads/DISH IB-HYD/Dish_TV_Apr_YLWNBfA.csv"
3765,"2025-10-28 12:38:07.461711",2,VD2H-HYD,uploads/VD2H-HYD/D2H_Apr_v3llLMh.csv
3766,"2025-10-29 04:32:14.611499",2,"S C JOHNSON","uploads/S C JOHNSON/27_APR_S_C.xlsx"
3767,"2025-10-29 04:32:23.920038",2,"S C JOHNSON","uploads/S C JOHNSON/28_APR_S_C.xlsx"
3768,"2025-10-29 04:40:29.959902",2,"ZET Inbound","uploads/ZET Inbound/27_OCT__apr_ZET_INBOND.xlsx"
3769,"2025-10-29 04:40:43.345401",2,"ZET Inbound","uploads/ZET Inbound/28__OCT__apr_ZET_INBOND.xlsx"
3770,"2025-10-29 04:46:12.067716",2,"ZET Inbound","uploads/ZET Inbound/27_OCT__ZET_INBOND_PARTNER.xlsx"
3771,"2025-10-29 04:46:43.068943",2,"ZET Inbound Partner","uploads/ZET Inbound Partner/27_OCT__ZET_INBOND_PARTNER.xlsx"
3772,"2025-10-29 04:46:59.578031",2,"ZET Inbound Partner","uploads/ZET Inbound Partner/28_OCT__ZET_INBOND_PARTNER.xlsx"
3773,"2025-10-29 04:54:59.981256",2,"ZET Outbound","uploads/ZET Outbound/27_oct__APR_ZET_OUTBOND.xlsx"
3774,"2025-10-29 04:55:17.720733",2,"ZET Outbound","uploads/ZET Outbound/28_oct__APR_ZET_OUTBOND.xlsx"
3775,"2025-10-29 05:00:24.045394",2,"Bajaj Capital","uploads/Bajaj Capital/27_oct__APR_BAJAJ_CAPITAL.xlsx"
3776,"2025-10-29 05:00:43.559965",2,"Bajaj Capital","uploads/Bajaj Capital/28_oct__APR_BAJAJ_CAPITAL.xlsx"
3777,"2025-10-29 05:09:15.994960",2,"Aakash Institute","uploads/Aakash Institute/27_oct__APR_AKASH_INSTITUTE.xlsx"
3778,"2025-10-29 05:09:26.885178",2,"Aakash Institute","uploads/Aakash Institute/28_oct__APR_AKASH_INSTITUTE.xlsx"
3779,"2025-10-29 05:46:55.700100",2,MOT,uploads/MOT/mot_6_se_23_27oct__apr_MOT.xlsx
3780,"2025-10-29 05:47:25.309630",2,MOT,uploads/MOT/mot_21_se_8_27_oct__apr_MOT.xlsx
3781,"2025-10-29 05:48:15.970788",2,MOT,uploads/MOT/mot_6_se_23_28_sep_apr_MOT_KvZIkrs.xlsx
3782,"2025-10-29 05:48:39.245925",2,MOT,uploads/MOT/mot_21_se_8_28_oct__apr_MOT.xlsx
3783,"2025-10-29 05:56:43.868602",2,Unicef,uploads/Unicef/27oct__APR_UNICEF.xlsx
3784,"2025-10-29 05:56:43.978713",2,Unicef,uploads/Unicef/27oct__APR_UNICEF_zhNqjB8.xlsx
3785,"2025-10-29 05:57:07.059575",2,Unicef,uploads/Unicef/28_oct__APR_UNICEF.xlsx
3786,"2025-10-29 05:57:07.181552",2,Unicef,uploads/Unicef/28_oct__APR_UNICEF_0GUANtk.xlsx
3787,"2025-10-29 06:00:50.607218",2,"Poshan Helpline","uploads/Poshan Helpline/27_oct__APR_POSHAN_HELPLINE.xlsx"
3788,"2025-10-29 06:01:13.899235",2,"Poshan Helpline","uploads/Poshan Helpline/28_oct__APR_POSHAN_HELPLINE.xlsx"
3789,"2025-10-29 06:01:13.908810",2,"Poshan Helpline","uploads/Poshan Helpline/28_oct__APR_POSHAN_HELPLINE_OnkcOoa.xlsx"
3790,"2025-10-29 06:38:47.213395",2,"Muthoot Finance","uploads/Muthoot Finance/25_oct__APR_MUTHOOT_APR.xlsx"
3791,"2025-10-29 06:39:01.644652",2,"Muthoot Finance","uploads/Muthoot Finance/26_oct__APR_MUTHOOT_APR.xlsx"
3792,"2025-10-29 06:39:02.049646",2,"Muthoot Finance","uploads/Muthoot Finance/26_oct__APR_MUTHOOT_APR_NE14sDE.xlsx"
3793,"2025-10-29 06:42:57.684552",2,"Dish IB-Chennai","uploads/Dish IB-Chennai/25_oct__APR_APR_DISH_CHENNIE.xlsx"
3794,"2025-10-29 06:43:17.550189",2,"Dish IB-Chennai","uploads/Dish IB-Chennai/26_oct__APR_APR_DISH_CHENNIE.xlsx"
3795,"2025-10-29 06:43:17.618890",2,"Dish IB-Chennai","uploads/Dish IB-Chennai/26_oct__APR_APR_DISH_CHENNIE_6GBZ9pR.xlsx"
3796,"2025-10-29 06:47:20.504328",2,"Paytm Bank Mysore","uploads/Paytm Bank Mysore/25_oct__apr_PAYTM_BANK.xlsx"
3797,"2025-10-29 06:47:35.345449",2,"Paytm Bank Mysore","uploads/Paytm Bank Mysore/26_oct__apr_PAYTM_BANK.xlsx"
3798,"2025-10-29 06:50:17.543556",2,RBI,uploads/RBI/25_oct__apr_RBI.xlsx
3799,"2025-10-29 06:54:13.709239",2,TPDDL,uploads/TPDDL/25_oct_APR_TATA_POWER.xlsx
3800,"2025-10-29 06:54:30.581790",2,TPDDL,uploads/TPDDL/26_oct_APR_TATA_POWER.xlsx
3801,"2025-10-29 07:43:52.766428",2,"Mpokket Collection APR","uploads/Mpokket Collection APR/27_oct_APR_MPOKKET_COLLECTION_APR.xlsx"
3802,"2025-10-29 07:44:21.524848",2,"Mpokket Collection Breakcode","uploads/Mpokket Collection Breakcode/27_OCT__APR_MPOKKET_COLLECTION_BARCODE.xlsx"
3803,"2025-10-29 07:45:46.005590",2,"Mpokket Onboarding SE","uploads/Mpokket Onboarding SE/27_OCT__APR_MPOKKET_ONBORDING_SE.xlsx"
3804,"2025-10-29 07:51:05.620199",2,EDCIL,uploads/EDCIL/27_OCT__APR_EDCIL.xlsx
3805,"2025-10-29 07:54:06.676574",2,"VD2H IB-Chennai","uploads/VD2H IB-Chennai/27_OCT_APR_vd2h_id_chennie.xlsx"
3806,"2025-10-29 07:56:13.197669",2,"Dish TV-IB","uploads/Dish TV-IB/27_OCT__APR_DISH_TV_IB.xlsx"
3807,"2025-10-29 08:00:29.807725",2,"Muthoot Finance","uploads/Muthoot Finance/27_oct__APR_MUTHOOT_APR.xlsx"
3808,"2025-10-29 08:07:43.580313",2,"Dish TV-Backend","uploads/Dish TV-Backend/27_oct___dish_tv_backend.xlsx"
3809,"2025-10-29 08:09:29.417563",2,"Dish Backend OB","uploads/Dish Backend OB/27_oct_dish_tv_ob.xlsx"
3810,"2025-10-29 08:13:23.265207",2,"IDFC CROSS SALE","uploads/IDFC CROSS SALE/27_oct__APR_IDFC_CROSS_SALE.xlsx"
3811,"2025-10-29 08:20:35.921589",2,"IDFC DIGI SALE","uploads/IDFC DIGI SALE/27_OCT_IDFC_DIGITAL_SALE.xlsx"
3812,"2025-10-29 08:22:55.497299",2,"Nayara Mumbai","uploads/Nayara Mumbai/27_oct_apr_NAYARA_MUMBAI.xlsx"
3813,"2025-10-29 08:26:03.572134",2,"JIO INSURE","uploads/JIO INSURE/25_oct_APR_JIO_INSURANCE.xlsx"
3814,"2025-10-29 08:26:19.106651",2,"JIO INSURE","uploads/JIO INSURE/26oct_APR_JIO_INSURANCE.xlsx"
3815,"2025-10-29 08:26:31.303916",2,"JIO INSURE","uploads/JIO INSURE/27_oct_APR_JIO_INSURANCE.xlsx"
3816,"2025-10-29 08:28:20.755125",2,"HDFC Persistency","uploads/HDFC Persistency/27_oct_APR.xlsx"
3817,"2025-10-29 08:29:45.165275",2,"YES BANK","uploads/YES BANK/27_oct__APR_YES_BANK.xlsx"
3818,"2025-10-29 08:38:54.777114",2,"DISH IB-HYD","uploads/DISH IB-HYD/25__oct__apr_DISH_TV_HYB.xlsx"
3819,"2025-10-29 08:39:09.788234",2,"DISH IB-HYD","uploads/DISH IB-HYD/26__oct__apr_DISH_TV_HYB.xlsx"
3820,"2025-10-29 08:39:26.299689",2,"DISH IB-HYD","uploads/DISH IB-HYD/27___oct__apr_DISH_TV_HYB.xlsx"
3821,"2025-10-29 08:42:11.348215",2,VD2H-HYD,uploads/VD2H-HYD/25_oct__APR_vd2h_ib_hyb.xlsx
3822,"2025-10-29 08:42:29.032344",2,VD2H-HYD,uploads/VD2H-HYD/26_oct__APR_vd2h_ib_hyb.xlsx
3823,"2025-10-29 08:42:44.282292",2,VD2H-HYD,uploads/VD2H-HYD/27_oct__APR_vd2h_ib_hyb.xlsx
3824,"2025-10-29 08:51:20.353234",2,PVVNL,uploads/PVVNL/27_OCT__APR_PVVNL.xlsx
3825,"2025-10-29 08:54:03.091470",2,BSES-Noida,uploads/BSES-Noida/27_OCT_SEP_BSES.xlsx
3826,"2025-10-29 08:55:07.542642",2,"D2H & Dish 25 - Server","uploads/D2H & Dish 25 - Server/27_oct__APR_DISH_TV_25.xlsx"
3827,"2025-10-29 09:00:48.819750",2,"D2H & Dish 44 - Server","uploads/D2H & Dish 44 - Server/27_oct_b_APR_DISH_TV_44.xlsx"
3828,"2025-10-29 09:03:54.581526",2,PSPCL,uploads/PSPCL/27_oct__APR__PSPCL.xlsx
3829,"2025-10-29 09:14:06.711616",2,"MMT Flight & Filler","uploads/MMT Flight & Filler/APR_Upload_MMT_Filler__Flight_Day_shift_fUOOOBN.xlsx"
3830,"2025-10-29 09:39:06.390187",2,"Mpokket Collection APR","uploads/Mpokket Collection APR/28_oct_APR_MPOKKET_COLLECTION_APR.xlsx"
3831,"2025-10-29 09:40:47.183214",2,"Mpokket Onboarding SE","uploads/Mpokket Onboarding SE/28_OCT__APR_MPOKKET_ONBORDING_SE.xlsx"
3832,"2025-10-29 09:43:37.607028",2,"Mpokket Onboarding ST","uploads/Mpokket Onboarding ST/28_OCT__MPOKKET_STUDENT_ONBORDING.xlsx"
3833,"2025-10-29 09:46:14.461849",2,"Max Life-SDPL","uploads/Max Life-SDPL/28_OCT__APR_MAX_LIFE_SDPL.xlsx"
3834,"2025-10-29 09:49:24.544529",2,EDCIL,uploads/EDCIL/28_OCT__APR_EDCIL.xlsx
